Company_Name_cl,License_type_cl,Application_department_cl,Application_date_middle_code_cl,Application_date_cl,Award_date_cl,Expiry_date_cl,Commodity_cl,Area_acre_cl,Location_state_cl,License_location_cl,License_location_code_1_cl,License_location_code_2_cl
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,371,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,372,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,373,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,374,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,375,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,376,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,377,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,378,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,379,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,380,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,381,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,382,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,383,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,384,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,385,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,386,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,387,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,388,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,389,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,390,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,391,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,392,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,393,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,394,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,395,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,396,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,397,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,398,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,399,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,400,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,401,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,402,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,403,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-15,2014-08-14,Jade,1,Kachin State,San Khar,341,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-15,2014-08-14,Jade,1,Kachin State,San Khar,342,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-15,2014-08-14,Jade,1,Kachin State,San Khar,343,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-15,2014-08-14,Jade,1,Kachin State,San Khar,344,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-15,2014-08-14,Jade,1,Kachin State,San Khar,345,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-15,2014-08-14,Jade,1,Kachin State,San Khar,346,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-15,2014-08-14,Jade,1,Kachin State,San Khar,347,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-15,2014-08-14,Jade,1,Kachin State,San Khar,348,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-15,2014-08-14,Jade,1,Kachin State,San Khar,349,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-15,2014-08-14,Jade,1,Kachin State,San Khar,350,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-15,2014-08-14,Jade,1,Kachin State,San Khar,351,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-15,2014-08-14,Jade,1,Kachin State,San Khar,352,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-15,2014-08-14,Jade,1,Kachin State,San Khar,353,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-15,2014-08-14,Jade,1,Kachin State,San Khar,354,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-15,2014-08-14,Jade,1,Kachin State,San Khar,355,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-15,2014-08-14,Jade,1,Kachin State,San Khar,356,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-15,2014-08-14,Jade,1,Kachin State,San Khar,357,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-15,2014-08-14,Jade,1,Kachin State,San Khar,358,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-15,2014-08-14,Jade,1,Kachin State,San Khar,359,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-15,2014-08-14,Jade,1,Kachin State,San Khar,360,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-15,2014-08-14,Jade,1,Kachin State,San Khar,361,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-15,2014-08-14,Jade,1,Kachin State,San Khar,362,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-15,2014-08-14,Jade,1,Kachin State,San Khar,363,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-15,2014-08-14,Jade,1,Kachin State,San Khar,364,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-15,2014-08-14,Jade,1,Kachin State,San Khar,365,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-15,2014-08-14,Jade,1,Kachin State,San Khar,366,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-15,2014-08-14,Jade,1,Kachin State,San Khar,367,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-15,2014-08-14,Jade,1,Kachin State,San Khar,368,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-15,2014-08-14,Jade,1,Kachin State,San Khar,369,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-08-15,2014-08-14,Jade,1,Kachin State,San Khar,370,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,41,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,42,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,43,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,44,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,45,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,57,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,58,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,59,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,60,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,61,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,72,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,73,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,74,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,75,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,76,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,82,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,83,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,84,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,85,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,86,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,90,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,91,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,92,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,93,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,94,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,101,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,102,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,103,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,104,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,105,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,112,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,113,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,114,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,115,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,116,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,123,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,124,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,125,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,126,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,127,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,131,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,132,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,133,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,134,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,135,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,139,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,140,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,141,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,142,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,143,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,150,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,151,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,152,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,153,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,154,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,161,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,162,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,163,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,164,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,165,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,172,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,173,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-11-01,2013-10-31,Jade,1,Sagaing Division,Ma Kyan Kha Mhaw Thit Phaw Htoke,174,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,46,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-04,2015-02-03,Jade,1,Sagaing Division,Ma Kyan Kha Phaw Htoke,47,
